Seller_Email,Listing_ID,Category,Title,Product_Name,Product_Description,Price,Quantity
mbuesdennk@nsu.edu,894,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,0
gdeblaseer@nsu.edu,912,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,4
bparkenl7@nsu.edu,1083,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,4
rwomack49@nsu.edu,1122,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,0
mromayniq@nsu.edu,1131,Sleepwear,Waffled Bathrobe,Mainstays Waffled Bathrobe,Brobe,$40 ,5
bbartkowiak6t@nsu.edu,2573,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Satin Bathrobe,$40 ,3
ghalvorsen95@nsu.edu,192,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,0
dcordeniw@nsu.edu,164,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
awillderjq@nsu.edu,205,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
edionisiih1@nsu.edu,34,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
gechalieh4@nsu.edu,81,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,1
elyfecx@nsu.edu,75,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
rdellenbroker6c@nsu.edu,69,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,3
ecortingq@nsu.edu,96,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
ecortingq@nsu.edu,309,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,3
cmcpolindw@nsu.edu,798,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Full Sleeves,$30 ,1
glibbie7q@nsu.edu,924,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,4
nlarhamap@nsu.edu,951,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,3
aforsythay@nsu.edu,975,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,1
qricardoufm@nsu.edu,1023,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,3
rvanderhoeven9h@nsu.edu,1167,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,1
rbuchankl@nsu.edu,1185,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,3
oflahiveif@nsu.edu,1224,Tops,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,4
ghalvorsen95@nsu.edu,1637,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
dcordeniw@nsu.edu,1689,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
awillderjq@nsu.edu,1777,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
edionisiih1@nsu.edu,2085,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
gechalieh4@nsu.edu,2193,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,1
elyfecx@nsu.edu,2229,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
rdellenbroker6c@nsu.edu,2405,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,3
ecortingq@nsu.edu,2453,Tops,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
ecortingq@nsu.edu,2457,Tops,Ribbed Turtleneck Bodysuit,Wilde Black Ribbed Long Sleeve Mock Neck Bodysuit,Turtleneck tee,$120 ,3
cmcpolindw@nsu.edu,2581,Tops,Long-sleeved Jersey Top,H&M Jersey Top,Full Sleeves,$30 ,1
nrideoutmi@nsu.edu,708,Toys,Monster Jam El Toro,MJ Mega El Toro,Kid's toys,$70 ,2
nrideoutmi@nsu.edu,2461,Toys,Monster Jam El Toro,MJ Mega El Toro,Kid's toys,$70 ,2
clelievre1q@spiegel.de,364,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
cmcpolindw@nsu.edu,354,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
onewlindl@nsu.edu,71,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
lmcmanusmc@nsu.edu,240,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,1
cdullardbp@nsu.edu,350,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,4
wfranzenct@nsu.edu,262,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
clelievre1q@spiegel.de,1665,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
cmcpolindw@nsu.edu,1721,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,5
onewlindl@nsu.edu,1869,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,3
lmcmanusmc@nsu.edu,2181,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,1
cdullardbp@nsu.edu,2329,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,4
wfranzenct@nsu.edu,2441,T-Shirts,Oversized T-shirt,Skeleton Hand Print Oversized tee,Attractive tee,$110 ,2
rdichee@adobe.com,726,Video Games,Elden Ring,ER: MMO,Interactive MMO,$150 ,4
rdichee@adobe.com,2485,Video Games,Elden Ring,ER: MMO,Interactive MMO,$150 ,4
bstrangeri3@nsu.edu,789,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,1
akelby20@drupal.org,822,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,4
glibbie7q@nsu.edu,921,Wall Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,5
bstrangeri3@nsu.edu,2569,Wall Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,1
wlaurancegt@nsu.edu,720,Wellness,Spring Valley Extra Strength Melatonin Tablets,SV ES Melatonin,Sleep like a baby,$10 ,5
wlaurancegt@nsu.edu,2477,Wellness,Spring Valley Extra Strength Melatonin Tablets,SV ES Melatonin,Sleep like a baby,$10 ,5
dcordeniw@nsu.edu,774,Yoga,Evolve by Gaiam Grippy Yoga Barre Socks,GG Yoga Socks,Comfortable,$10 ,4
dcordeniw@nsu.edu,2549,Yoga,Evolve by Gaiam Grippy Yoga Barre Socks,GG Yoga Socks,Comfortable,$10 ,4
